"","id","action_id","action","held","target","yield","points","token","condition","total_points"
"163",24,3,"combine","square_plain_2","square_stripes_0","",0,"G1XU2ULA","medium",0
"164",24,4,"combine","square_plain_2","circle_dots_0","square_dots_3",0,"G1XU2ULA","medium",0
"165",24,5,"combine","square_dots_3","triangle_dots_0","",0,"G1XU2ULA","medium",0
"166",24,6,"combine","square_dots_3","diamond_checkered_0","",0,"G1XU2ULA","medium",0
"167",24,7,"combine","square_dots_3","diamond_plain_0","",0,"G1XU2ULA","medium",0
"168",24,8,"combine","square_dots_3","triangle_stripes_0","",0,"G1XU2ULA","medium",0
"169",24,9,"combine","square_dots_3","triangle_plain_0","",0,"G1XU2ULA","medium",0
"170",24,10,"combine","square_dots_3","square_stripes_0","",0,"G1XU2ULA","medium",0
"171",24,11,"combine","square_dots_3","square_plain_0","",0,"G1XU2ULA","medium",0
"172",24,12,"combine","square_dots_3","square_dots_0","",0,"G1XU2ULA","medium",0
"173",24,13,"combine","square_dots_3","circle_plain_0","square_plain_4",0,"G1XU2ULA","medium",0
"174",24,14,"combine","square_plain_4","square_checkered_0","",0,"G1XU2ULA","medium",0
"175",24,15,"combine","square_plain_4","circle_stripes_0","square_stripes_5",0,"G1XU2ULA","medium",0
"176",24,16,"consume","square_stripes_5","","",100000,"G1XU2ULA","medium",100000
"177",24,17,"combine","square_stripes_0","triangle_dots_0","",0,"G1XU2ULA","medium",100000
"178",24,18,"combine","square_stripes_0","diamond_plain_0","",0,"G1XU2ULA","medium",100000
"179",24,19,"combine","square_stripes_0","diamond_checkered_0","",0,"G1XU2ULA","medium",100000
"180",24,20,"combine","square_stripes_0","square_dots_0","",0,"G1XU2ULA","medium",100000
"181",24,21,"consume","square_stripes_0","","",1,"G1XU2ULA","medium",100001
"182",24,22,"combine","square_plain_0","circle_checkered_0","square_checkered_1",0,"G1XU2ULA","medium",100001
"183",24,23,"combine","square_checkered_1","diamond_dots_0","",0,"G1XU2ULA","medium",100001
"184",24,24,"combine","square_checkered_1","circle_checkered_0","",0,"G1XU2ULA","medium",100001
"185",24,25,"consume","square_checkered_1","","",10,"G1XU2ULA","medium",100011
"186",24,26,"consume","square_stripes_0","","",1,"G1XU2ULA","medium",100012
"187",24,27,"combine","triangle_dots_0","triangle_plain_0","",0,"G1XU2ULA","medium",100012
"188",24,28,"combine","triangle_dots_0","circle_stripes_0","",0,"G1XU2ULA","medium",100012
"189",24,29,"combine","triangle_dots_0","diamond_stripes_0","triangle_stripes_1",0,"G1XU2ULA","medium",100012
"190",24,30,"combine","triangle_stripes_1","triangle_checkered_0","",0,"G1XU2ULA","medium",100012
"191",24,31,"combine","triangle_stripes_1","triangle_stripes_0","",0,"G1XU2ULA","medium",100012
"192",24,32,"combine","triangle_stripes_1","diamond_plain_0","triangle_plain_2",0,"G1XU2ULA","medium",100012
"193",24,33,"combine","triangle_plain_2","triangle_dots_0","",0,"G1XU2ULA","medium",100012
"194",24,34,"combine","triangle_plain_2","diamond_checkered_0","triangle_checkered_3",0,"G1XU2ULA","medium",100012
"195",24,35,"consume","triangle_checkered_3","","",1000,"G1XU2ULA","medium",101012
"196",24,36,"combine","square_dots_0","square_checkered_0","",0,"G1XU2ULA","medium",101012
"197",24,37,"consume","square_dots_0","","",1,"G1XU2ULA","medium",101013
"198",24,38,"combine","diamond_stripes_0","triangle_stripes_0","",0,"G1XU2ULA","medium",101013
"199",24,39,"combine","diamond_stripes_0","diamond_plain_0","",0,"G1XU2ULA","medium",101013
"200",24,40,"consume","diamond_stripes_0","","",1,"G1XU2ULA","medium",101014
"201",32,1,"combine","diamond_plain_0","diamond_stripes_0","diamond_stripes_1",0,"YCE1H639","easy",0
"202",32,2,"consume","diamond_stripes_1","","",10,"YCE1H639","easy",10
"203",32,3,"combine","circle_dots_0","triangle_stripes_0","",0,"YCE1H639","easy",10
"204",32,4,"combine","circle_dots_0","square_stripes_0","",0,"YCE1H639","easy",10
"205",32,5,"combine","circle_dots_0","circle_plain_0","circle_plain_1",0,"YCE1H639","easy",10
"206",32,6,"combine","circle_plain_1","diamond_checkered_0","",0,"YCE1H639","easy",10
"207",32,7,"combine","circle_plain_1","triangle_checkered_0","",0,"YCE1H639","easy",10
"208",32,8,"combine","circle_plain_1","circle_plain_0","circle_plain_2",0,"YCE1H639","easy",10
"209",32,9,"combine","circle_plain_2","diamond_dots_0","",0,"YCE1H639","easy",10
"210",32,10,"combine","circle_plain_2","diamond_plain_0","",0,"YCE1H639","easy",10
"211",32,11,"combine","circle_plain_2","diamond_stripes_0","",0,"YCE1H639","easy",10
"212",32,12,"combine","circle_plain_2","triangle_checkered_0","",0,"YCE1H639","easy",10
"213",32,13,"combine","circle_plain_2","triangle_checkered_0","",0,"YCE1H639","easy",10
"214",32,14,"combine","circle_plain_2","circle_dots_0","circle_dots_3",0,"YCE1H639","easy",10
"215",32,15,"combine","triangle_dots_0","square_checkered_0","",0,"YCE1H639","easy",10
"216",32,16,"combine","triangle_dots_0","triangle_plain_0","triangle_plain_1",0,"YCE1H639","easy",10
"217",32,17,"combine","triangle_plain_1","square_plain_0","",0,"YCE1H639","easy",10
"218",32,18,"combine","triangle_plain_1","triangle_plain_0","triangle_plain_2",0,"YCE1H639","easy",10
"219",32,19,"combine","triangle_plain_2","circle_dots_3","",0,"YCE1H639","easy",10
"220",32,20,"combine","triangle_plain_2","square_checkered_0","",0,"YCE1H639","easy",10
"221",32,21,"combine","triangle_plain_2","circle_stripes_0","",0,"YCE1H639","easy",10
"222",32,22,"combine","triangle_plain_2","diamond_dots_0","",0,"YCE1H639","easy",10
"223",32,23,"combine","triangle_plain_2","square_dots_0","",0,"YCE1H639","easy",10
"224",32,24,"consume","triangle_plain_2","","",100,"YCE1H639","easy",110
"225",32,25,"consume","triangle_stripes_0","","",1,"YCE1H639","easy",111
"226",32,26,"consume","triangle_stripes_0","","",1,"YCE1H639","easy",112
"227",32,27,"consume","diamond_plain_0","","",1,"YCE1H639","easy",113
"228",32,28,"consume","square_dots_0","","",1,"YCE1H639","easy",114
"229",32,29,"consume","diamond_checkered_0","","",1,"YCE1H639","easy",115
"230",32,30,"combine","square_dots_0","square_checkered_0","square_checkered_1",0,"YCE1H639","easy",115
"231",32,31,"consume","square_checkered_1","","",10,"YCE1H639","easy",125
"232",32,32,"consume","circle_stripes_0","","",1,"YCE1H639","easy",126
"233",32,33,"consume","circle_dots_3","","",1000,"YCE1H639","easy",1126
"234",32,34,"consume","triangle_dots_0","","",1,"YCE1H639","easy",1127
"235",32,35,"consume","circle_checkered_0","","",1,"YCE1H639","easy",1128
"236",32,36,"consume","diamond_stripes_0","","",1,"YCE1H639","easy",1129
"237",32,37,"consume","circle_stripes_0","","",1,"YCE1H639","easy",1130
"238",32,38,"consume","square_checkered_0","","",1,"YCE1H639","easy",1131
"239",32,39,"consume","square_plain_0","","",1,"YCE1H639","easy",1132
"240",32,40,"consume","diamond_checkered_0","","",1,"YCE1H639","easy",1133
"241",47,1,"combine","diamond_checkered_0","square_dots_0","",0,"SL1TC62M","easy",0
"242",47,2,"combine","diamond_checkered_0","square_dots_0","",0,"SL1TC62M","easy",0
"243",47,3,"combine","diamond_checkered_0","diamond_dots_0","diamond_dots_1",0,"SL1TC62M","easy",0
"244",47,4,"combine","diamond_dots_1","square_checkered_0","",0,"SL1TC62M","easy",0
"245",47,5,"combine","diamond_dots_1","square_stripes_0","",0,"SL1TC62M","easy",0
"246",47,6,"combine","diamond_dots_1","diamond_checkered_0","diamond_checkered_2",0,"SL1TC62M","easy",0
"247",47,7,"combine","diamond_checkered_2","diamond_dots_0","diamond_dots_3",0,"SL1TC62M","easy",0
"248",47,8,"combine","diamond_dots_3","diamond_stripes_0","diamond_stripes_4",0,"SL1TC62M","easy",0
"249",47,9,"combine","diamond_stripes_4","diamond_stripes_0","diamond_stripes_5",0,"SL1TC62M","easy",0
"250",47,10,"combine","diamond_stripes_5","diamond_plain_0","",0,"SL1TC62M","easy",0
"251",47,11,"consume","diamond_stripes_5","","",100000,"SL1TC62M","easy",100000
"252",47,12,"combine","diamond_plain_0","triangle_checkered_0","",0,"SL1TC62M","easy",100000
"253",47,13,"combine","triangle_checkered_0","triangle_plain_0","triangle_plain_1",0,"SL1TC62M","easy",100000
"254",47,14,"combine","triangle_plain_1","triangle_stripes_0","triangle_stripes_2",0,"SL1TC62M","easy",100000
"255",47,15,"combine","triangle_stripes_2","triangle_dots_0","triangle_dots_3",0,"SL1TC62M","easy",100000
"256",47,16,"combine","triangle_dots_3","triangle_dots_0","triangle_dots_4",0,"SL1TC62M","easy",100000
"257",47,17,"combine","triangle_dots_4","triangle_checkered_0","triangle_checkered_5",0,"SL1TC62M","easy",100000
"258",47,18,"combine","triangle_checkered_5","triangle_stripes_0","",0,"SL1TC62M","easy",100000
"259",47,19,"combine","triangle_checkered_5","triangle_plain_0","",0,"SL1TC62M","easy",100000
"260",47,20,"combine","triangle_checkered_5","circle_stripes_0","",0,"SL1TC62M","easy",100000
"261",47,21,"consume","triangle_checkered_5","","",100000,"SL1TC62M","easy",200000
"262",47,22,"combine","triangle_plain_0","triangle_stripes_0","triangle_stripes_1",0,"SL1TC62M","easy",200000
"263",47,23,"combine","square_stripes_0","square_checkered_0","square_checkered_1",0,"SL1TC62M","easy",200000
"264",47,24,"combine","square_checkered_1","square_dots_0","square_dots_2",0,"SL1TC62M","easy",200000
"265",47,25,"combine","square_dots_2","square_plain_0","square_plain_3",0,"SL1TC62M","easy",200000
"266",47,26,"combine","square_plain_3","square_stripes_0","square_stripes_4",0,"SL1TC62M","easy",200000
"267",47,27,"combine","square_stripes_4","square_checkered_0","square_checkered_5",0,"SL1TC62M","easy",200000
"268",47,28,"consume","square_checkered_5","","",100000,"SL1TC62M","easy",300000
"269",47,29,"consume","triangle_stripes_1","","",10,"SL1TC62M","easy",300010
"270",47,30,"combine","circle_stripes_0","circle_dots_0","circle_dots_1",0,"SL1TC62M","easy",300010
"271",47,31,"combine","circle_dots_1","circle_checkered_0","circle_checkered_2",0,"SL1TC62M","easy",300010
"272",47,32,"combine","circle_checkered_2","circle_plain_0","circle_plain_3",0,"SL1TC62M","easy",300010
"273",47,33,"combine","circle_plain_3","circle_stripes_0","circle_stripes_4",0,"SL1TC62M","easy",300010
"274",47,34,"combine","circle_stripes_4","circle_dots_0","circle_dots_5",0,"SL1TC62M","easy",300010
"275",47,35,"consume","circle_dots_5","","",100000,"SL1TC62M","easy",400010
"276",47,36,"combine","circle_plain_0","circle_checkered_0","circle_checkered_1",0,"SL1TC62M","easy",400010
"277",47,37,"consume","circle_checkered_1","","",10,"SL1TC62M","easy",400020
"278",47,38,"combine","square_plain_0","square_dots_0","square_dots_1",0,"SL1TC62M","easy",400020
"279",47,39,"consume","square_dots_1","","",10,"SL1TC62M","easy",400030
"280",47,40,"consume","diamond_plain_0","","",1,"SL1TC62M","easy",400031
"281",64,1,"consume","circle_plain_0","","",1,"LPET32ZL","medium",1
"282",64,2,"combine","triangle_checkered_0","square_plain_0","",0,"LPET32ZL","medium",1
"283",64,3,"consume","triangle_checkered_0","","",1,"LPET32ZL","medium",2
"284",64,4,"combine","square_plain_0","triangle_plain_0","",0,"LPET32ZL","medium",2
"285",64,5,"combine","square_plain_0","triangle_plain_0","",0,"LPET32ZL","medium",2
"286",64,6,"combine","square_plain_0","square_checkered_0","",0,"LPET32ZL","medium",2
"287",64,7,"combine","square_plain_0","triangle_plain_0","",0,"LPET32ZL","medium",2
"288",64,8,"combine","square_plain_0","diamond_dots_0","",0,"LPET32ZL","medium",2
"289",64,9,"combine","square_plain_0","triangle_checkered_0","",0,"LPET32ZL","medium",2
"290",64,10,"combine","square_plain_0","diamond_checkered_0","",0,"LPET32ZL","medium",2
"291",64,11,"combine","diamond_checkered_0","triangle_checkered_0","",0,"LPET32ZL","medium",2
"292",64,12,"combine","diamond_checkered_0","square_stripes_0","",0,"LPET32ZL","medium",2
"293",64,13,"combine","diamond_checkered_0","circle_stripes_0","",0,"LPET32ZL","medium",2
"294",64,14,"combine","diamond_checkered_0","diamond_plain_0","",0,"LPET32ZL","medium",2
"295",64,15,"combine","diamond_checkered_0","circle_plain_0","",0,"LPET32ZL","medium",2
"296",64,16,"combine","diamond_checkered_0","circle_dots_0","",0,"LPET32ZL","medium",2
"297",64,17,"combine","diamond_checkered_0","circle_checkered_0","",0,"LPET32ZL","medium",2
"298",64,18,"combine","diamond_dots_0","triangle_stripes_0","diamond_stripes_1",0,"LPET32ZL","medium",2
"299",64,19,"combine","diamond_checkered_0","diamond_stripes_1","",0,"LPET32ZL","medium",2
