sub_id,event_id,timestamp,event_action,pos_x,pos_y,actions_left,current_points,currently_carrying,token
93,62,2026-04-23T08:35:13Z,moveRight,6,14,33,0,diamond_checkered_5,LNVVC13Q
93,63,2026-04-23T08:35:13Z,combine,6,14,32,0,diamond_checkered_5,LNVVC13Q
93,64,2026-04-23T08:35:16Z,moveUp,6,13,32,0,diamond_checkered_5,LNVVC13Q
93,65,2026-04-23T08:35:16Z,moveUp,6,12,32,0,diamond_checkered_5,LNVVC13Q
93,66,2026-04-23T08:35:16Z,moveUp,6,11,32,0,diamond_checkered_5,LNVVC13Q
93,67,2026-04-23T08:35:17Z,moveRight,7,11,32,0,diamond_checkered_5,LNVVC13Q
93,68,2026-04-23T08:35:18Z,moveRight,8,11,32,0,diamond_checkered_5,LNVVC13Q
93,69,2026-04-23T08:35:19Z,moveRight,9,11,32,0,diamond_checkered_5,LNVVC13Q
93,70,2026-04-23T08:35:20Z,moveUp,9,10,32,0,diamond_checkered_5,LNVVC13Q
93,71,2026-04-23T08:35:23Z,moveUp,9,9,32,0,diamond_checkered_5,LNVVC13Q
93,72,2026-04-23T08:35:23Z,moveUp,9,8,32,0,diamond_checkered_5,LNVVC13Q
93,73,2026-04-23T08:35:24Z,moveUp,9,7,32,0,diamond_checkered_5,LNVVC13Q
93,74,2026-04-23T08:35:24Z,moveLeft,8,7,32,0,diamond_checkered_5,LNVVC13Q
93,75,2026-04-23T08:35:24Z,moveLeft,7,7,32,0,diamond_checkered_5,LNVVC13Q
93,76,2026-04-23T08:35:25Z,moveLeft,6,7,32,0,diamond_checkered_5,LNVVC13Q
93,77,2026-04-23T08:35:25Z,combine,6,7,31,0,diamond_checkered_5,LNVVC13Q
93,78,2026-04-23T08:35:26Z,moveUp,6,6,31,0,diamond_checkered_5,LNVVC13Q
93,79,2026-04-23T08:35:27Z,moveRight,7,6,31,0,diamond_checkered_5,LNVVC13Q
93,80,2026-04-23T08:35:28Z,moveRight,8,6,31,0,diamond_checkered_5,LNVVC13Q
93,81,2026-04-23T08:35:29Z,moveRight,9,6,31,0,diamond_checkered_5,LNVVC13Q
93,82,2026-04-23T08:35:29Z,combine,9,6,30,0,diamond_checkered_5,LNVVC13Q
93,83,2026-04-23T08:35:30Z,moveUp,9,5,30,0,diamond_checkered_5,LNVVC13Q
93,84,2026-04-23T08:35:30Z,moveUp,9,4,30,0,diamond_checkered_5,LNVVC13Q
93,85,2026-04-23T08:35:31Z,moveRight,10,4,30,0,diamond_checkered_5,LNVVC13Q
93,86,2026-04-23T08:35:31Z,moveRight,11,4,30,0,diamond_checkered_5,LNVVC13Q
93,87,2026-04-23T08:35:31Z,moveUp,11,3,30,0,diamond_checkered_5,LNVVC13Q
93,88,2026-04-23T08:35:32Z,combine,11,3,29,0,diamond_checkered_5,LNVVC13Q
93,89,2026-04-23T08:35:32Z,moveLeft,10,3,29,0,diamond_checkered_5,LNVVC13Q
93,90,2026-04-23T08:35:32Z,moveLeft,9,3,29,0,diamond_checkered_5,LNVVC13Q
93,91,2026-04-23T08:35:33Z,moveLeft,8,3,29,0,diamond_checkered_5,LNVVC13Q
93,92,2026-04-23T08:35:33Z,moveLeft,7,3,29,0,diamond_checkered_5,LNVVC13Q
93,93,2026-04-23T08:35:33Z,moveLeft,6,3,29,0,diamond_checkered_5,LNVVC13Q
93,94,2026-04-23T08:35:33Z,moveLeft,5,3,29,0,diamond_checkered_5,LNVVC13Q
93,95,2026-04-23T08:35:34Z,moveUp,5,2,29,0,diamond_checkered_5,LNVVC13Q
93,96,2026-04-23T08:35:34Z,moveUp,5,1,29,0,diamond_checkered_5,LNVVC13Q
93,97,2026-04-23T08:35:34Z,moveUp,5,0,29,0,diamond_checkered_5,LNVVC13Q
93,98,2026-04-23T08:35:34Z,combine,5,0,28,0,diamond_checkered_5,LNVVC13Q
93,99,2026-04-23T08:35:35Z,moveLeft,4,0,28,0,diamond_checkered_5,LNVVC13Q
93,100,2026-04-23T08:35:35Z,moveLeft,3,0,28,0,diamond_checkered_5,LNVVC13Q
93,101,2026-04-23T08:35:35Z,moveLeft,2,0,28,0,diamond_checkered_5,LNVVC13Q
93,102,2026-04-23T08:35:35Z,moveLeft,1,0,28,0,diamond_checkered_5,LNVVC13Q
93,103,2026-04-23T08:35:35Z,moveLeft,0,0,28,0,diamond_checkered_5,LNVVC13Q
93,104,2026-04-23T08:35:36Z,moveDown,0,1,28,0,diamond_checkered_5,LNVVC13Q
93,105,2026-04-23T08:35:36Z,moveDown,0,2,28,0,diamond_checkered_5,LNVVC13Q
93,106,2026-04-23T08:35:36Z,moveDown,0,3,28,0,diamond_checkered_5,LNVVC13Q
93,107,2026-04-23T08:35:36Z,moveDown,0,4,28,0,diamond_checkered_5,LNVVC13Q
93,108,2026-04-23T08:35:37Z,moveDown,0,5,28,0,diamond_checkered_5,LNVVC13Q
93,109,2026-04-23T08:35:37Z,moveDown,0,6,28,0,diamond_checkered_5,LNVVC13Q
93,110,2026-04-23T08:35:37Z,moveDown,0,7,28,0,diamond_checkered_5,LNVVC13Q
93,111,2026-04-23T08:35:38Z,moveDown,0,8,28,0,diamond_checkered_5,LNVVC13Q
93,112,2026-04-23T08:35:38Z,moveUp,0,7,28,0,diamond_checkered_5,LNVVC13Q
93,113,2026-04-23T08:35:38Z,moveUp,0,6,28,0,diamond_checkered_5,LNVVC13Q
93,114,2026-04-23T08:35:38Z,combine,0,6,27,0,diamond_checkered_5,LNVVC13Q
93,115,2026-04-23T08:35:39Z,moveDown,0,7,27,0,diamond_checkered_5,LNVVC13Q
93,116,2026-04-23T08:35:40Z,moveRight,1,7,27,0,diamond_checkered_5,LNVVC13Q
93,117,2026-04-23T08:35:41Z,consume,1,7,26,100000,,LNVVC13Q
93,118,2026-04-23T08:35:41Z,moveRight,2,7,26,100000,,LNVVC13Q
93,119,2026-04-23T08:35:42Z,moveLeft,1,7,26,100000,,LNVVC13Q
93,120,2026-04-23T08:35:44Z,moveRight,2,7,26,100000,,LNVVC13Q
93,121,2026-04-23T08:35:47Z,moveUp,2,6,26,100000,,LNVVC13Q
93,122,2026-04-23T08:35:47Z,moveLeft,1,6,26,100000,,LNVVC13Q
93,123,2026-04-23T08:35:48Z,moveLeft,0,6,26,100000,,LNVVC13Q
93,124,2026-04-23T08:35:50Z,moveRight,1,6,26,100000,,LNVVC13Q
93,125,2026-04-23T08:35:50Z,moveRight,2,6,26,100000,,LNVVC13Q
93,126,2026-04-23T08:35:51Z,moveUp,2,5,26,100000,,LNVVC13Q
93,127,2026-04-23T08:35:51Z,moveUp,2,4,26,100000,,LNVVC13Q
93,128,2026-04-23T08:35:52Z,moveRight,3,4,26,100000,,LNVVC13Q
93,129,2026-04-23T08:35:52Z,pickUp,3,4,26,100000,diamond_plain_0,LNVVC13Q
93,130,2026-04-23T08:35:52Z,moveLeft,2,4,26,100000,diamond_plain_0,LNVVC13Q
93,131,2026-04-23T08:35:53Z,moveLeft,1,4,26,100000,diamond_plain_0,LNVVC13Q
93,132,2026-04-23T08:35:53Z,moveLeft,0,4,26,100000,diamond_plain_0,LNVVC13Q
93,133,2026-04-23T08:35:54Z,moveDown,0,5,26,100000,diamond_plain_0,LNVVC13Q
93,134,2026-04-23T08:35:54Z,moveDown,0,6,26,100000,diamond_plain_0,LNVVC13Q
93,135,2026-04-23T08:35:54Z,combine,0,6,25,100000,diamond_plain_1,LNVVC13Q
93,136,2026-04-23T08:35:55Z,moveRight,1,6,25,100000,diamond_plain_1,LNVVC13Q
93,137,2026-04-23T08:35:56Z,moveDown,1,7,25,100000,diamond_plain_1,LNVVC13Q
93,138,2026-04-23T08:35:56Z,moveDown,1,8,25,100000,diamond_plain_1,LNVVC13Q
93,139,2026-04-23T08:35:56Z,moveDown,1,9,25,100000,diamond_plain_1,LNVVC13Q
93,140,2026-04-23T08:35:56Z,moveDown,1,10,25,100000,diamond_plain_1,LNVVC13Q
93,141,2026-04-23T08:35:57Z,moveDown,1,11,25,100000,diamond_plain_1,LNVVC13Q
93,142,2026-04-23T08:35:57Z,moveDown,1,12,25,100000,diamond_plain_1,LNVVC13Q
93,143,2026-04-23T08:35:57Z,moveDown,1,13,25,100000,diamond_plain_1,LNVVC13Q
93,144,2026-04-23T08:35:57Z,moveDown,1,14,25,100000,diamond_plain_1,LNVVC13Q
93,145,2026-04-23T08:35:57Z,moveRight,2,14,25,100000,diamond_plain_1,LNVVC13Q
93,146,2026-04-23T08:35:58Z,moveRight,3,14,25,100000,diamond_plain_1,LNVVC13Q
93,147,2026-04-23T08:35:58Z,moveRight,4,14,25,100000,diamond_plain_1,LNVVC13Q
93,148,2026-04-23T08:35:58Z,moveRight,5,14,25,100000,diamond_plain_1,LNVVC13Q
93,149,2026-04-23T08:35:59Z,moveRight,6,14,25,100000,diamond_plain_1,LNVVC13Q
93,150,2026-04-23T08:35:59Z,combine,6,14,24,100000,diamond_stripes_2,LNVVC13Q
93,151,2026-04-23T08:36:00Z,moveUp,6,13,24,100000,diamond_stripes_2,LNVVC13Q
93,152,2026-04-23T08:36:00Z,moveUp,6,12,24,100000,diamond_stripes_2,LNVVC13Q
93,153,2026-04-23T08:36:00Z,moveUp,6,11,24,100000,diamond_stripes_2,LNVVC13Q
93,154,2026-04-23T08:36:00Z,moveUp,6,10,24,100000,diamond_stripes_2,LNVVC13Q
93,155,2026-04-23T08:36:01Z,moveUp,6,9,24,100000,diamond_stripes_2,LNVVC13Q
93,156,2026-04-23T08:36:01Z,moveUp,6,8,24,100000,diamond_stripes_2,LNVVC13Q
93,157,2026-04-23T08:36:01Z,moveUp,6,7,24,100000,diamond_stripes_2,LNVVC13Q
93,158,2026-04-23T08:36:02Z,combine,6,7,23,100000,diamond_stripes_2,LNVVC13Q
93,159,2026-04-23T08:36:04Z,moveUp,6,6,23,100000,diamond_stripes_2,LNVVC13Q
93,160,2026-04-23T08:36:04Z,moveUp,6,5,23,100000,diamond_stripes_2,LNVVC13Q
93,161,2026-04-23T08:36:04Z,moveUp,6,4,23,100000,diamond_stripes_2,LNVVC13Q
93,162,2026-04-23T08:36:05Z,moveUp,6,3,23,100000,diamond_stripes_2,LNVVC13Q
93,163,2026-04-23T08:36:06Z,moveLeft,5,3,23,100000,diamond_stripes_2,LNVVC13Q
93,164,2026-04-23T08:36:07Z,consume,5,3,22,100100,,LNVVC13Q
93,165,2026-04-23T08:36:08Z,moveLeft,4,3,22,100100,,LNVVC13Q
93,166,2026-04-23T08:36:08Z,moveLeft,3,3,22,100100,,LNVVC13Q
93,167,2026-04-23T08:36:08Z,moveLeft,2,3,22,100100,,LNVVC13Q
93,168,2026-04-23T08:36:08Z,moveLeft,1,3,22,100100,,LNVVC13Q
93,169,2026-04-23T08:36:09Z,pickUp,1,3,22,100100,square_dots_0,LNVVC13Q
93,170,2026-04-23T08:36:09Z,moveDown,1,4,22,100100,square_dots_0,LNVVC13Q
93,171,2026-04-23T08:36:09Z,moveDown,1,5,22,100100,square_dots_0,LNVVC13Q
93,172,2026-04-23T08:36:09Z,moveDown,1,6,22,100100,square_dots_0,LNVVC13Q
93,173,2026-04-23T08:36:09Z,moveDown,1,7,22,100100,square_dots_0,LNVVC13Q
93,174,2026-04-23T08:36:10Z,moveDown,1,8,22,100100,square_dots_0,LNVVC13Q
93,175,2026-04-23T08:36:10Z,moveLeft,0,8,22,100100,square_dots_0,LNVVC13Q
93,176,2026-04-23T08:36:10Z,moveDown,0,9,22,100100,square_dots_0,LNVVC13Q
93,177,2026-04-23T08:36:10Z,moveDown,0,10,22,100100,square_dots_0,LNVVC13Q
93,178,2026-04-23T08:36:10Z,moveDown,0,11,22,100100,square_dots_0,LNVVC13Q
93,179,2026-04-23T08:36:11Z,combine,0,11,21,100100,square_dots_0,LNVVC13Q
93,180,2026-04-23T08:36:12Z,moveRight,1,11,21,100100,square_dots_0,LNVVC13Q
93,181,2026-04-23T08:36:12Z,moveRight,2,11,21,100100,square_dots_0,LNVVC13Q
93,182,2026-04-23T08:36:13Z,moveRight,3,11,21,100100,square_dots_0,LNVVC13Q
93,183,2026-04-23T08:36:13Z,moveRight,4,11,21,100100,square_dots_0,LNVVC13Q
93,184,2026-04-23T08:36:13Z,moveUp,4,10,21,100100,square_dots_0,LNVVC13Q
93,185,2026-04-23T08:36:14Z,moveUp,4,9,21,100100,square_dots_0,LNVVC13Q
93,186,2026-04-23T08:36:14Z,moveUp,4,8,21,100100,square_dots_0,LNVVC13Q
93,187,2026-04-23T08:36:14Z,moveUp,4,7,21,100100,square_dots_0,LNVVC13Q
93,188,2026-04-23T08:36:14Z,moveUp,4,6,21,100100,square_dots_0,LNVVC13Q
93,189,2026-04-23T08:36:14Z,combine,4,6,20,100100,square_dots_0,LNVVC13Q
93,190,2026-04-23T08:36:16Z,moveRight,5,6,20,100100,square_dots_0,LNVVC13Q
93,191,2026-04-23T08:36:16Z,moveDown,5,7,20,100100,square_dots_0,LNVVC13Q
93,192,2026-04-23T08:36:17Z,moveRight,6,7,20,100100,square_dots_0,LNVVC13Q
93,193,2026-04-23T08:36:17Z,combine,6,7,19,100100,square_dots_0,LNVVC13Q
93,194,2026-04-23T08:36:18Z,moveRight,7,7,19,100100,square_dots_0,LNVVC13Q
93,195,2026-04-23T08:36:18Z,moveRight,8,7,19,100100,square_dots_0,LNVVC13Q
93,196,2026-04-23T08:36:19Z,moveRight,9,7,19,100100,square_dots_0,LNVVC13Q
93,197,2026-04-23T08:36:19Z,moveRight,10,7,19,100100,square_dots_0,LNVVC13Q
93,198,2026-04-23T08:36:20Z,moveRight,11,7,19,100100,square_dots_0,LNVVC13Q
93,199,2026-04-23T08:36:20Z,moveUp,11,6,19,100100,square_dots_0,LNVVC13Q
93,200,2026-04-23T08:36:20Z,moveUp,11,5,19,100100,square_dots_0,LNVVC13Q
93,201,2026-04-23T08:36:20Z,combine,11,5,18,100100,square_dots_1,LNVVC13Q
93,202,2026-04-23T08:36:23Z,moveUp,11,4,18,100100,square_dots_1,LNVVC13Q
93,203,2026-04-23T08:36:23Z,moveUp,11,3,18,100100,square_dots_1,LNVVC13Q
93,204,2026-04-23T08:36:23Z,combine,11,3,17,100100,square_dots_1,LNVVC13Q
93,205,2026-04-23T08:36:24Z,moveLeft,10,3,17,100100,square_dots_1,LNVVC13Q
93,206,2026-04-23T08:36:25Z,moveLeft,9,3,17,100100,square_dots_1,LNVVC13Q
93,207,2026-04-23T08:36:25Z,moveLeft,8,3,17,100100,square_dots_1,LNVVC13Q
93,208,2026-04-23T08:36:25Z,moveLeft,7,3,17,100100,square_dots_1,LNVVC13Q
93,209,2026-04-23T08:36:26Z,moveLeft,6,3,17,100100,square_dots_1,LNVVC13Q
93,210,2026-04-23T08:36:26Z,moveLeft,5,3,17,100100,square_dots_1,LNVVC13Q
93,211,2026-04-23T08:36:26Z,moveDown,5,4,17,100100,square_dots_1,LNVVC13Q
93,212,2026-04-23T08:36:27Z,moveDown,5,5,17,100100,square_dots_1,LNVVC13Q
93,213,2026-04-23T08:36:27Z,moveDown,5,6,17,100100,square_dots_1,LNVVC13Q
93,214,2026-04-23T08:36:27Z,moveDown,5,7,17,100100,square_dots_1,LNVVC13Q
93,215,2026-04-23T08:36:27Z,moveRight,6,7,17,100100,square_dots_1,LNVVC13Q
93,216,2026-04-23T08:36:28Z,combine,6,7,16,100100,square_dots_1,LNVVC13Q
93,217,2026-04-23T08:36:28Z,moveLeft,5,7,16,100100,square_dots_1,LNVVC13Q
93,218,2026-04-23T08:36:29Z,moveLeft,4,7,16,100100,square_dots_1,LNVVC13Q
93,219,2026-04-23T08:36:29Z,moveUp,4,6,16,100100,square_dots_1,LNVVC13Q
93,220,2026-04-23T08:36:29Z,combine,4,6,15,100100,square_dots_1,LNVVC13Q
93,221,2026-04-23T08:36:30Z,moveRight,5,6,15,100100,square_dots_1,LNVVC13Q
93,222,2026-04-23T08:36:31Z,consume,5,6,14,100110,,LNVVC13Q
93,223,2026-04-23T08:36:32Z,moveRight,6,6,14,100110,,LNVVC13Q
93,224,2026-04-23T08:36:32Z,moveDown,6,7,14,100110,,LNVVC13Q
93,225,2026-04-23T08:36:33Z,pickUp,6,7,14,100110,diamond_stripes_0,LNVVC13Q
93,226,2026-04-23T08:36:33Z,moveUp,6,6,14,100110,diamond_stripes_0,LNVVC13Q
93,227,2026-04-23T08:36:34Z,moveRight,7,6,14,100110,diamond_stripes_0,LNVVC13Q
93,228,2026-04-23T08:36:34Z,moveRight,8,6,14,100110,diamond_stripes_0,LNVVC13Q
93,229,2026-04-23T08:36:35Z,moveRight,9,6,14,100110,diamond_stripes_0,LNVVC13Q
93,230,2026-04-23T08:36:35Z,combine,9,6,13,100110,diamond_stripes_0,LNVVC13Q
93,231,2026-04-23T08:36:35Z,moveUp,9,5,13,100110,diamond_stripes_0,LNVVC13Q
93,232,2026-04-23T08:36:36Z,moveUp,9,4,13,100110,diamond_stripes_0,LNVVC13Q
93,233,2026-04-23T08:36:36Z,moveRight,10,4,13,100110,diamond_stripes_0,LNVVC13Q
93,234,2026-04-23T08:36:36Z,combine,10,4,12,100110,diamond_stripes_0,LNVVC13Q
93,235,2026-04-23T08:36:37Z,moveUp,10,3,12,100110,diamond_stripes_0,LNVVC13Q
93,236,2026-04-23T08:36:37Z,moveRight,11,3,12,100110,diamond_stripes_0,LNVVC13Q
93,237,2026-04-23T08:36:37Z,combine,11,3,11,100110,diamond_stripes_0,LNVVC13Q
93,238,2026-04-23T08:36:38Z,moveUp,11,2,11,100110,diamond_stripes_0,LNVVC13Q
93,239,2026-04-23T08:36:38Z,moveUp,11,1,11,100110,diamond_stripes_0,LNVVC13Q
93,240,2026-04-23T08:36:38Z,moveUp,11,0,11,100110,diamond_stripes_0,LNVVC13Q
93,241,2026-04-23T08:36:38Z,combine,11,0,10,100110,diamond_stripes_0,LNVVC13Q
93,242,2026-04-23T08:36:39Z,moveDown,11,1,10,100110,diamond_stripes_0,LNVVC13Q
93,243,2026-04-23T08:36:39Z,moveDown,11,2,10,100110,diamond_stripes_0,LNVVC13Q
93,244,2026-04-23T08:36:40Z,moveDown,11,3,10,100110,diamond_stripes_0,LNVVC13Q
93,245,2026-04-23T08:36:40Z,moveDown,11,4,10,100110,diamond_stripes_0,LNVVC13Q
93,246,2026-04-23T08:36:41Z,moveRight,12,4,10,100110,diamond_stripes_0,LNVVC13Q
93,247,2026-04-23T08:36:42Z,moveRight,13,4,10,100110,diamond_stripes_0,LNVVC13Q
93,248,2026-04-23T08:36:43Z,moveRight,14,4,10,100110,diamond_stripes_0,LNVVC13Q
93,249,2026-04-23T08:36:43Z,combine,14,4,9,100110,diamond_stripes_0,LNVVC13Q
93,250,2026-04-23T08:36:44Z,moveLeft,13,4,9,100110,diamond_stripes_0,LNVVC13Q
93,251,2026-04-23T08:36:44Z,moveLeft,12,4,9,100110,diamond_stripes_0,LNVVC13Q
93,252,2026-04-23T08:36:45Z,consume,12,4,8,100111,,LNVVC13Q
93,253,2026-04-23T08:36:46Z,moveDown,12,5,8,100111,,LNVVC13Q
93,254,2026-04-23T08:36:46Z,moveDown,12,6,8,100111,,LNVVC13Q
93,255,2026-04-23T08:36:47Z,moveDown,12,7,8,100111,,LNVVC13Q
93,256,2026-04-23T08:36:47Z,moveDown,12,8,8,100111,,LNVVC13Q
93,257,2026-04-23T08:36:47Z,moveDown,12,9,8,100111,,LNVVC13Q
93,258,2026-04-23T08:36:47Z,moveDown,12,10,8,100111,,LNVVC13Q
93,259,2026-04-23T08:36:47Z,moveDown,12,11,8,100111,,LNVVC13Q
93,260,2026-04-23T08:36:48Z,moveDown,12,12,8,100111,,LNVVC13Q
93,261,2026-04-23T08:36:48Z,moveRight,13,12,8,100111,,LNVVC13Q
93,262,2026-04-23T08:36:49Z,pickUp,13,12,8,100111,square_dots_0,LNVVC13Q
93,263,2026-04-23T08:36:50Z,moveLeft,12,12,8,100111,square_dots_0,LNVVC13Q
93,264,2026-04-23T08:36:51Z,moveRight,13,12,8,100111,square_dots_0,LNVVC13Q
93,265,2026-04-23T08:36:51Z,moveLeft,12,12,8,100111,square_dots_0,LNVVC13Q
93,266,2026-04-23T08:36:52Z,moveLeft,11,12,8,100111,square_dots_0,LNVVC13Q
93,267,2026-04-23T08:36:52Z,moveLeft,10,12,8,100111,square_dots_0,LNVVC13Q
93,268,2026-04-23T08:36:52Z,moveUp,10,11,8,100111,square_dots_0,LNVVC13Q
93,269,2026-04-23T08:36:52Z,moveUp,10,10,8,100111,square_dots_0,LNVVC13Q
93,270,2026-04-23T08:36:53Z,moveUp,10,9,8,100111,square_dots_0,LNVVC13Q
93,271,2026-04-23T08:36:54Z,combine,10,9,7,100111,square_dots_0,LNVVC13Q
93,272,2026-04-23T08:36:55Z,moveLeft,9,9,7,100111,square_dots_0,LNVVC13Q
93,273,2026-04-23T08:36:55Z,moveLeft,8,9,7,100111,square_dots_0,LNVVC13Q
93,274,2026-04-23T08:36:56Z,consume,8,9,6,100112,,LNVVC13Q
93,275,2026-04-23T08:36:56Z,moveLeft,7,9,6,100112,,LNVVC13Q
93,276,2026-04-23T08:36:56Z,moveLeft,6,9,6,100112,,LNVVC13Q
93,277,2026-04-23T08:36:56Z,moveLeft,5,9,6,100112,,LNVVC13Q
93,278,2026-04-23T08:36:57Z,moveDown,5,10,6,100112,,LNVVC13Q
93,279,2026-04-23T08:36:57Z,moveDown,5,11,6,100112,,LNVVC13Q
93,280,2026-04-23T08:36:58Z,moveRight,6,11,6,100112,,LNVVC13Q
93,281,2026-04-23T08:36:58Z,pickUp,6,11,6,100112,circle_plain_0,LNVVC13Q
93,282,2026-04-23T08:36:58Z,consume,6,11,5,100113,,LNVVC13Q
