sub_id,step,action,held,target,yield,max_level,points,total_points,log_total_points,held_shape,held_texture,held_level,target_shape,target_texture,target_level,yield_shape,yield_texture,yield_level,condition,version
61,21,combine,circle_checkered_1,circle_plain_0,circle_plain_2,5,0,110000,11.6082356447746,circle,checkered,1,circle,plain,0,circle,plain,2,easy,original
61,22,combine,circle_plain_2,circle_stripes_0,circle_stripes_3,5,0,110000,11.6082356447746,circle,plain,2,circle,stripes,0,circle,stripes,3,easy,original
61,23,combine,circle_stripes_3,triangle_checkered_0,,5,0,110000,11.6082356447746,circle,stripes,3,triangle,checkered,0,,,0,easy,original
61,24,consume,circle_stripes_3,,,5,1000,111000,11.6172854802945,circle,stripes,3,,,0,,,0,easy,original
61,25,combine,triangle_stripes_0,triangle_dots_0,triangle_dots_1,5,0,111000,11.6172854802945,triangle,stripes,0,triangle,dots,0,triangle,dots,1,easy,original
61,26,combine,triangle_dots_1,diamond_dots_0,,5,0,111000,11.6172854802945,triangle,dots,1,diamond,dots,0,,,0,easy,original
61,27,combine,triangle_dots_1,diamond_checkered_0,,5,0,111000,11.6172854802945,triangle,dots,1,diamond,checkered,0,,,0,easy,original
61,28,combine,triangle_dots_1,triangle_stripes_0,triangle_stripes_2,5,0,111000,11.6172854802945,triangle,dots,1,triangle,stripes,0,triangle,stripes,2,easy,original
61,29,combine,triangle_stripes_2,triangle_checkered_0,triangle_checkered_3,5,0,111000,11.6172854802945,triangle,stripes,2,triangle,checkered,0,triangle,checkered,3,easy,original
61,30,combine,triangle_checkered_3,triangle_dots_0,triangle_dots_4,5,0,111000,11.6172854802945,triangle,checkered,3,triangle,dots,0,triangle,dots,4,easy,original
61,31,combine,triangle_dots_4,triangle_plain_0,triangle_plain_5,5,0,111000,11.6172854802945,triangle,dots,4,triangle,plain,0,triangle,plain,5,easy,original
61,32,consume,triangle_plain_5,,,5,100000,211000,12.2596134124582,triangle,plain,5,,,0,,,0,easy,original
61,33,combine,circle_dots_0,circle_stripes_0,circle_stripes_1,5,0,211000,12.2596134124582,circle,dots,0,circle,stripes,0,circle,stripes,1,easy,original
61,34,combine,circle_stripes_1,circle_plain_0,circle_plain_2,5,0,211000,12.2596134124582,circle,stripes,1,circle,plain,0,circle,plain,2,easy,original
61,35,combine,circle_plain_2,circle_checkered_0,circle_checkered_3,5,0,211000,12.2596134124582,circle,plain,2,circle,checkered,0,circle,checkered,3,easy,original
61,36,consume,circle_checkered_3,,,5,1000,212000,12.2643415536542,circle,checkered,3,,,0,,,0,easy,original
61,37,combine,square_stripes_0,square_plain_0,square_plain_1,5,0,212000,12.2643415536542,square,stripes,0,square,plain,0,square,plain,1,easy,original
61,38,consume,square_plain_1,,,5,10,212010,12.264388722353,square,plain,1,,,0,,,0,easy,original
61,39,combine,diamond_plain_0,diamond_checkered_0,diamond_checkered_1,5,0,212010,12.264388722353,diamond,plain,0,diamond,checkered,0,diamond,checkered,1,easy,original
61,40,combine,diamond_checkered_1,diamond_dots_0,diamond_dots_2,5,0,212010,12.264388722353,diamond,checkered,1,diamond,dots,0,diamond,dots,2,easy,original
62,1,combine,triangle_stripes_0,circle_stripes_0,,0,0,0,0,triangle,stripes,0,circle,stripes,0,,,0,medium,original
62,2,combine,triangle_stripes_0,triangle_checkered_0,,0,0,0,0,triangle,stripes,0,triangle,checkered,0,,,0,medium,original
62,3,combine,triangle_stripes_0,circle_stripes_0,,0,0,0,0,triangle,stripes,0,circle,stripes,0,,,0,medium,original
62,4,combine,triangle_stripes_0,circle_stripes_0,,0,0,0,0,triangle,stripes,0,circle,stripes,0,,,0,medium,original
62,5,combine,triangle_stripes_0,diamond_stripes_0,,0,0,0,0,triangle,stripes,0,diamond,stripes,0,,,0,medium,original
62,6,combine,triangle_stripes_0,triangle_plain_0,,0,0,0,0,triangle,stripes,0,triangle,plain,0,,,0,medium,original
62,7,combine,triangle_stripes_0,circle_checkered_0,,0,0,0,0,triangle,stripes,0,circle,checkered,0,,,0,medium,original
62,8,combine,triangle_stripes_0,circle_dots_0,,0,0,0,0,triangle,stripes,0,circle,dots,0,,,0,medium,original
62,9,consume,triangle_stripes_0,,,0,1,1,0,triangle,stripes,0,,,0,,,0,medium,original
62,10,combine,circle_plain_0,triangle_plain_0,,0,0,1,0,circle,plain,0,triangle,plain,0,,,0,medium,original
62,11,combine,circle_plain_0,triangle_dots_0,,0,0,1,0,circle,plain,0,triangle,dots,0,,,0,medium,original
62,12,consume,circle_plain_0,,,0,1,2,0.693147180559945,circle,plain,0,,,0,,,0,medium,original
62,13,combine,square_dots_0,diamond_dots_0,,0,0,2,0.693147180559945,square,dots,0,diamond,dots,0,,,0,medium,original
62,14,combine,square_dots_0,diamond_dots_0,,0,0,2,0.693147180559945,square,dots,0,diamond,dots,0,,,0,medium,original
62,15,combine,square_dots_0,diamond_checkered_0,,0,0,2,0.693147180559945,square,dots,0,diamond,checkered,0,,,0,medium,original
62,16,combine,square_dots_0,diamond_plain_0,,0,0,2,0.693147180559945,square,dots,0,diamond,plain,0,,,0,medium,original
62,17,combine,square_dots_0,diamond_dots_0,,0,0,2,0.693147180559945,square,dots,0,diamond,dots,0,,,0,medium,original
62,18,combine,square_dots_0,diamond_stripes_0,,0,0,2,0.693147180559945,square,dots,0,diamond,stripes,0,,,0,medium,original
62,19,combine,circle_stripes_0,triangle_stripes_0,,0,0,2,0.693147180559945,circle,stripes,0,triangle,stripes,0,,,0,medium,original
62,20,combine,circle_stripes_0,triangle_dots_0,,0,0,2,0.693147180559945,circle,stripes,0,triangle,dots,0,,,0,medium,original
62,21,combine,circle_stripes_0,triangle_checkered_0,,0,0,2,0.693147180559945,circle,stripes,0,triangle,checkered,0,,,0,medium,original
62,22,combine,circle_stripes_0,square_stripes_0,,0,0,2,0.693147180559945,circle,stripes,0,square,stripes,0,,,0,medium,original
62,23,combine,circle_stripes_0,square_dots_0,circle_dots_1,1,0,2,0.693147180559945,circle,stripes,0,square,dots,0,circle,dots,1,medium,original
62,24,combine,circle_dots_1,circle_plain_0,,1,0,2,0.693147180559945,circle,dots,1,circle,plain,0,,,0,medium,original
62,25,combine,circle_dots_1,square_stripes_0,circle_stripes_2,2,0,2,0.693147180559945,circle,dots,1,square,stripes,0,circle,stripes,2,medium,original
62,26,combine,circle_stripes_2,square_plain_0,circle_plain_3,3,0,2,0.693147180559945,circle,stripes,2,square,plain,0,circle,plain,3,medium,original
62,27,combine,circle_plain_3,square_dots_0,circle_dots_4,4,0,2,0.693147180559945,circle,plain,3,square,dots,0,circle,dots,4,medium,original
62,28,combine,circle_dots_4,square_stripes_0,circle_stripes_5,5,0,2,0.693147180559945,circle,dots,4,square,stripes,0,circle,stripes,5,medium,original
62,29,consume,circle_stripes_5,,,5,100000,100002,11.5129454647702,circle,stripes,5,,,0,,,0,medium,original
62,30,combine,triangle_stripes_0,diamond_dots_0,triangle_dots_1,5,0,100002,11.5129454647702,triangle,stripes,0,diamond,dots,0,triangle,dots,1,medium,original
62,31,combine,triangle_dots_1,diamond_stripes_0,triangle_stripes_2,5,0,100002,11.5129454647702,triangle,dots,1,diamond,stripes,0,triangle,stripes,2,medium,original
62,32,combine,triangle_stripes_2,diamond_checkered_0,triangle_checkered_3,5,0,100002,11.5129454647702,triangle,stripes,2,diamond,checkered,0,triangle,checkered,3,medium,original
62,33,combine,triangle_checkered_3,diamond_stripes_0,triangle_stripes_4,5,0,100002,11.5129454647702,triangle,checkered,3,diamond,stripes,0,triangle,stripes,4,medium,original
62,34,combine,triangle_stripes_4,diamond_dots_0,triangle_dots_5,5,0,100002,11.5129454647702,triangle,stripes,4,diamond,dots,0,triangle,dots,5,medium,original
62,35,consume,triangle_dots_5,,,5,100000,200002,12.2060826454802,triangle,dots,5,,,0,,,0,medium,original
62,36,combine,circle_checkered_0,triangle_dots_0,,5,0,200002,12.2060826454802,circle,checkered,0,triangle,dots,0,,,0,medium,original
62,37,combine,circle_checkered_0,square_plain_0,circle_plain_1,5,0,200002,12.2060826454802,circle,checkered,0,square,plain,0,circle,plain,1,medium,original
62,38,combine,circle_plain_1,square_checkered_0,circle_checkered_2,5,0,200002,12.2060826454802,circle,plain,1,square,checkered,0,circle,checkered,2,medium,original
62,39,consume,circle_checkered_2,,,5,100,200102,12.2065825155244,circle,checkered,2,,,0,,,0,medium,original
62,40,combine,square_checkered_0,circle_checkered_0,,5,0,200102,12.2065825155244,square,checkered,0,circle,checkered,0,,,0,medium,original
63,1,combine,triangle_dots_0,triangle_plain_0,triangle_plain_1,1,0,0,0,triangle,dots,0,triangle,plain,0,triangle,plain,1,easy,original
63,2,combine,triangle_plain_1,triangle_plain_0,triangle_plain_2,2,0,0,0,triangle,plain,1,triangle,plain,0,triangle,plain,2,easy,original
63,3,combine,triangle_plain_2,triangle_dots_0,triangle_dots_3,3,0,0,0,triangle,plain,2,triangle,dots,0,triangle,dots,3,easy,original
63,4,combine,triangle_dots_3,triangle_stripes_0,triangle_stripes_4,4,0,0,0,triangle,dots,3,triangle,stripes,0,triangle,stripes,4,easy,original
63,5,combine,triangle_stripes_4,triangle_checkered_0,triangle_checkered_5,5,0,0,0,triangle,stripes,4,triangle,checkered,0,triangle,checkered,5,easy,original
63,6,combine,triangle_checkered_5,triangle_checkered_0,,5,0,0,0,triangle,checkered,5,triangle,checkered,0,,,0,easy,original
63,7,combine,triangle_checkered_5,triangle_stripes_0,,5,0,0,0,triangle,checkered,5,triangle,stripes,0,,,0,easy,original
63,8,consume,triangle_checkered_5,,,5,100000,100000,11.5129254649702,triangle,checkered,5,,,0,,,0,easy,original
63,9,combine,triangle_checkered_0,triangle_stripes_0,triangle_stripes_1,5,0,100000,11.5129254649702,triangle,checkered,0,triangle,stripes,0,triangle,stripes,1,easy,original
63,10,consume,triangle_stripes_1,,,5,10,100010,11.5130254599706,triangle,stripes,1,,,0,,,0,easy,original
63,11,combine,circle_dots_0,circle_stripes_0,circle_stripes_1,5,0,100010,11.5130254599706,circle,dots,0,circle,stripes,0,circle,stripes,1,easy,original
63,12,combine,circle_stripes_1,circle_checkered_0,circle_checkered_2,5,0,100010,11.5130254599706,circle,stripes,1,circle,checkered,0,circle,checkered,2,easy,original
63,13,combine,circle_checkered_2,circle_plain_0,circle_plain_3,5,0,100010,11.5130254599706,circle,checkered,2,circle,plain,0,circle,plain,3,easy,original
63,14,combine,circle_plain_3,circle_dots_0,circle_dots_4,5,0,100010,11.5130254599706,circle,plain,3,circle,dots,0,circle,dots,4,easy,original
63,15,combine,circle_dots_4,circle_plain_0,circle_plain_5,5,0,100010,11.5130254599706,circle,dots,4,circle,plain,0,circle,plain,5,easy,original
63,16,consume,circle_plain_5,,,5,100000,200010,12.2061226442802,circle,plain,5,,,0,,,0,easy,original
63,17,combine,diamond_checkered_0,diamond_stripes_0,diamond_stripes_1,5,0,200010,12.2061226442802,diamond,checkered,0,diamond,stripes,0,diamond,stripes,1,easy,original
63,18,combine,diamond_stripes_1,diamond_plain_0,diamond_plain_2,5,0,200010,12.2061226442802,diamond,stripes,1,diamond,plain,0,diamond,plain,2,easy,original
63,19,combine,diamond_plain_2,diamond_dots_0,diamond_dots_3,5,0,200010,12.2061226442802,diamond,plain,2,diamond,dots,0,diamond,dots,3,easy,original
63,20,combine,diamond_dots_3,diamond_stripes_0,diamond_stripes_4,5,0,200010,12.2061226442802,diamond,dots,3,diamond,stripes,0,diamond,stripes,4,easy,original
63,21,combine,diamond_stripes_4,diamond_dots_0,diamond_dots_5,5,0,200010,12.2061226442802,diamond,stripes,4,diamond,dots,0,diamond,dots,5,easy,original
63,22,consume,diamond_dots_5,,,5,100000,300010,12.6115710864161,diamond,dots,5,,,0,,,0,easy,original
63,23,combine,square_checkered_0,square_dots_0,square_dots_1,5,0,300010,12.6115710864161,square,checkered,0,square,dots,0,square,dots,1,easy,original
63,24,combine,square_dots_1,square_plain_0,square_plain_2,5,0,300010,12.6115710864161,square,dots,1,square,plain,0,square,plain,2,easy,original
63,25,combine,square_plain_2,square_stripes_0,square_stripes_3,5,0,300010,12.6115710864161,square,plain,2,square,stripes,0,square,stripes,3,easy,original
63,26,combine,square_stripes_3,square_dots_0,square_dots_4,5,0,300010,12.6115710864161,square,stripes,3,square,dots,0,square,dots,4,easy,original
63,27,combine,square_dots_4,square_stripes_0,square_stripes_5,5,0,300010,12.6115710864161,square,dots,4,square,stripes,0,square,stripes,5,easy,original
63,28,consume,square_stripes_5,,,5,100000,400010,12.8992448257776,square,stripes,5,,,0,,,0,easy,original
63,29,combine,circle_checkered_0,circle_stripes_0,circle_stripes_1,5,0,400010,12.8992448257776,circle,checkered,0,circle,stripes,0,circle,stripes,1,easy,original
63,30,consume,circle_stripes_1,,,5,10,400020,12.8992698248402,circle,stripes,1,,,0,,,0,easy,original
63,31,combine,square_plain_0,square_checkered_0,square_checkered_1,5,0,400020,12.8992698248402,square,plain,0,square,checkered,0,square,checkered,1,easy,original
63,32,consume,square_checkered_1,,,5,10,400030,12.8992948232778,square,checkered,1,,,0,,,0,easy,original
63,33,combine,diamond_plain_0,diamond_checkered_0,diamond_checkered_1,5,0,400030,12.8992948232778,diamond,plain,0,diamond,checkered,0,diamond,checkered,1,easy,original
63,34,consume,diamond_checkered_1,,,5,10,400040,12.8993198210905,diamond,checkered,1,,,0,,,0,easy,original
64,1,combine,diamond_dots_0,triangle_stripes_0,,0,0,0,0,diamond,dots,0,triangle,stripes,0,,,0,hard,original
64,2,combine,diamond_dots_0,square_stripes_0,,0,0,0,0,diamond,dots,0,square,stripes,0,,,0,hard,original
64,3,combine,diamond_dots_0,circle_stripes_0,,0,0,0,0,diamond,dots,0,circle,stripes,0,,,0,hard,original
64,4,combine,circle_stripes_0,square_stripes_0,circle_stripes_1,1,0,0,0,circle,stripes,0,square,stripes,0,circle,stripes,1,hard,original
64,5,combine,circle_stripes_1,square_dots_0,circle_dots_2,2,0,0,0,circle,stripes,1,square,dots,0,circle,dots,2,hard,original
64,6,combine,circle_dots_2,square_stripes_0,,2,0,0,0,circle,dots,2,square,stripes,0,,,0,hard,original
64,7,combine,circle_dots_2,square_plain_0,,2,0,0,0,circle,dots,2,square,plain,0,,,0,hard,original
64,8,combine,circle_dots_2,square_checkered_0,circle_checkered_3,3,0,0,0,circle,dots,2,square,checkered,0,circle,checkered,3,hard,original
64,9,consume,circle_checkered_3,,,3,1000,1000,6.90775527898214,circle,checkered,3,,,0,,,0,hard,original
64,10,combine,square_stripes_0,circle_stripes_0,square_stripes_1,3,0,1000,6.90775527898214,square,stripes,0,circle,stripes,0,square,stripes,1,hard,original
64,11,combine,square_stripes_1,circle_dots_0,square_dots_2,3,0,1000,6.90775527898214,square,stripes,1,circle,dots,0,square,dots,2,hard,original
64,12,combine,square_dots_2,circle_checkered_0,square_checkered_3,3,0,1000,6.90775527898214,square,dots,2,circle,checkered,0,square,checkered,3,hard,original
64,13,combine,square_checkered_3,circle_dots_0,square_dots_4,4,0,1000,6.90775527898214,square,checkered,3,circle,dots,0,square,dots,4,hard,original
64,14,combine,square_dots_4,circle_checkered_0,square_checkered_5,5,0,1000,6.90775527898214,square,dots,4,circle,checkered,0,square,checkered,5,hard,original
64,15,combine,square_checkered_5,circle_plain_0,,5,0,1000,6.90775527898214,square,checkered,5,circle,plain,0,,,0,hard,original
64,16,combine,square_checkered_5,circle_plain_0,,5,0,1000,6.90775527898214,square,checkered,5,circle,plain,0,,,0,hard,original
64,17,combine,square_checkered_5,circle_plain_0,,5,0,1000,6.90775527898214,square,checkered,5,circle,plain,0,,,0,hard,original
64,18,consume,square_checkered_5,,,5,100000,101000,11.5228757958234,square,checkered,5,,,0,,,0,hard,original
64,19,combine,triangle_stripes_0,diamond_dots_0,triangle_dots_1,5,0,101000,11.5228757958234,triangle,stripes,0,diamond,dots,0,triangle,dots,1,hard,original
64,20,combine,triangle_dots_1,diamond_checkered_0,triangle_checkered_2,5,0,101000,11.5228757958234,triangle,dots,1,diamond,checkered,0,triangle,checkered,2,hard,original
64,21,combine,triangle_checkered_2,diamond_dots_0,triangle_dots_3,5,0,101000,11.5228757958234,triangle,checkered,2,diamond,dots,0,triangle,dots,3,hard,original
64,22,combine,triangle_dots_3,diamond_plain_0,,5,0,101000,11.5228757958234,triangle,dots,3,diamond,plain,0,,,0,hard,original
64,23,combine,triangle_dots_3,diamond_checkered_0,triangle_checkered_4,5,0,101000,11.5228757958234,triangle,dots,3,diamond,checkered,0,triangle,checkered,4,hard,original
64,24,combine,triangle_checkered_4,diamond_stripes_0,,5,0,101000,11.5228757958234,triangle,checkered,4,diamond,stripes,0,,,0,hard,original
64,25,combine,triangle_checkered_4,diamond_plain_0,,5,0,101000,11.5228757958234,triangle,checkered,4,diamond,plain,0,,,0,hard,original
64,26,combine,triangle_checkered_4,triangle_stripes_0,,5,0,101000,11.5228757958234,triangle,checkered,4,triangle,stripes,0,,,0,hard,original
64,27,combine,triangle_checkered_4,diamond_stripes_0,,5,0,101000,11.5228757958234,triangle,checkered,4,diamond,stripes,0,,,0,hard,original
64,28,consume,triangle_checkered_4,,,5,10000,111000,11.6172854802945,triangle,checkered,4,,,0,,,0,hard,original
64,29,combine,square_dots_0,circle_plain_0,,5,0,111000,11.6172854802945,square,dots,0,circle,plain,0,,,0,hard,original
64,30,combine,square_dots_0,triangle_checkered_0,,5,0,111000,11.6172854802945,square,dots,0,triangle,checkered,0,,,0,hard,original
64,31,combine,square_dots_0,diamond_plain_0,,5,0,111000,11.6172854802945,square,dots,0,diamond,plain,0,,,0,hard,original
64,32,combine,square_dots_0,diamond_stripes_0,,5,0,111000,11.6172854802945,square,dots,0,diamond,stripes,0,,,0,hard,original
64,33,combine,square_dots_0,circle_plain_0,,5,0,111000,11.6172854802945,square,dots,0,circle,plain,0,,,0,hard,original
64,34,combine,square_dots_0,circle_plain_0,,5,0,111000,11.6172854802945,square,dots,0,circle,plain,0,,,0,hard,original
64,35,combine,square_dots_0,triangle_checkered_0,,5,0,111000,11.6172854802945,square,dots,0,triangle,checkered,0,,,0,hard,original
64,36,combine,square_dots_0,triangle_checkered_0,,5,0,111000,11.6172854802945,square,dots,0,triangle,checkered,0,,,0,hard,original
64,37,combine,square_dots_0,triangle_dots_0,,5,0,111000,11.6172854802945,square,dots,0,triangle,dots,0,,,0,hard,original
64,38,combine,square_dots_0,triangle_stripes_0,,5,0,111000,11.6172854802945,square,dots,0,triangle,stripes,0,,,0,hard,original
64,39,combine,square_dots_0,diamond_plain_0,,5,0,111000,11.6172854802945,square,dots,0,diamond,plain,0,,,0,hard,original
64,40,combine,square_dots_0,square_checkered_0,,5,0,111000,11.6172854802945,square,dots,0,square,checkered,0,,,0,hard,original
65,1,combine,diamond_dots_0,square_plain_0,,0,0,0,0,diamond,dots,0,square,plain,0,,,0,medium,original
65,2,combine,diamond_dots_0,circle_checkered_0,,0,0,0,0,diamond,dots,0,circle,checkered,0,,,0,medium,original
65,3,combine,diamond_dots_0,triangle_checkered_0,diamond_checkered_1,1,0,0,0,diamond,dots,0,triangle,checkered,0,diamond,checkered,1,medium,original
65,4,combine,diamond_checkered_1,circle_checkered_0,,1,0,0,0,diamond,checkered,1,circle,checkered,0,,,0,medium,original
65,5,combine,diamond_checkered_1,square_plain_0,,1,0,0,0,diamond,checkered,1,square,plain,0,,,0,medium,original
65,6,combine,diamond_checkered_1,circle_plain_0,,1,0,0,0,diamond,checkered,1,circle,plain,0,,,0,medium,original
65,7,combine,diamond_checkered_1,circle_dots_0,,1,0,0,0,diamond,checkered,1,circle,dots,0,,,0,medium,original
65,8,combine,diamond_checkered_1,circle_dots_0,,1,0,0,0,diamond,checkered,1,circle,dots,0,,,0,medium,original
65,9,combine,diamond_checkered_1,circle_stripes_0,,1,0,0,0,diamond,checkered,1,circle,stripes,0,,,0,medium,original
65,10,combine,diamond_checkered_1,diamond_plain_0,,1,0,0,0,diamond,checkered,1,diamond,plain,0,,,0,medium,original
65,11,combine,diamond_checkered_1,diamond_plain_0,,1,0,0,0,diamond,checkered,1,diamond,plain,0,,,0,medium,original
65,12,combine,diamond_checkered_1,triangle_checkered_0,,1,0,0,0,diamond,checkered,1,triangle,checkered,0,,,0,medium,original
65,13,combine,diamond_checkered_1,square_checkered_0,,1,0,0,0,diamond,checkered,1,square,checkered,0,,,0,medium,original
65,14,combine,diamond_checkered_1,diamond_checkered_0,,1,0,0,0,diamond,checkered,1,diamond,checkered,0,,,0,medium,original
65,15,combine,diamond_checkered_1,diamond_checkered_0,,1,0,0,0,diamond,checkered,1,diamond,checkered,0,,,0,medium,original
65,16,combine,diamond_checkered_1,diamond_checkered_0,,1,0,0,0,diamond,checkered,1,diamond,checkered,0,,,0,medium,original
65,17,combine,diamond_checkered_1,square_dots_0,,1,0,0,0,diamond,checkered,1,square,dots,0,,,0,medium,original
65,18,combine,diamond_checkered_1,square_dots_0,,1,0,0,0,diamond,checkered,1,square,dots,0,,,0,medium,original
65,19,combine,diamond_checkered_1,square_dots_0,,1,0,0,0,diamond,checkered,1,square,dots,0,,,0,medium,original
65,20,combine,diamond_checkered_1,diamond_stripes_0,,1,0,0,0,diamond,checkered,1,diamond,stripes,0,,,0,medium,original
65,21,combine,diamond_checkered_1,diamond_dots_0,,1,0,0,0,diamond,checkered,1,diamond,dots,0,,,0,medium,original
65,22,combine,diamond_checkered_1,square_stripes_0,,1,0,0,0,diamond,checkered,1,square,stripes,0,,,0,medium,original
65,23,combine,diamond_checkered_1,square_stripes_0,,1,0,0,0,diamond,checkered,1,square,stripes,0,,,0,medium,original
65,24,combine,diamond_checkered_1,square_plain_0,,1,0,0,0,diamond,checkered,1,square,plain,0,,,0,medium,original
65,25,combine,diamond_checkered_1,square_plain_0,,1,0,0,0,diamond,checkered,1,square,plain,0,,,0,medium,original
65,26,combine,diamond_checkered_1,square_plain_0,,1,0,0,0,diamond,checkered,1,square,plain,0,,,0,medium,original
65,27,combine,diamond_checkered_1,circle_checkered_0,,1,0,0,0,diamond,checkered,1,circle,checkered,0,,,0,medium,original
65,28,combine,diamond_checkered_1,triangle_dots_0,diamond_dots_2,2,0,0,0,diamond,checkered,1,triangle,dots,0,diamond,dots,2,medium,original
65,29,consume,diamond_dots_2,,,2,100,100,4.60517018598809,diamond,dots,2,,,0,,,0,medium,original
65,30,consume,triangle_dots_0,,,2,1,101,4.61512051684126,triangle,dots,0,,,0,,,0,medium,original
65,31,consume,diamond_dots_0,,,2,1,102,4.62497281328427,diamond,dots,0,,,0,,,0,medium,original
65,32,consume,square_stripes_0,,,2,1,103,4.63472898822964,square,stripes,0,,,0,,,0,medium,original
65,33,consume,diamond_stripes_0,,,2,1,104,4.64439089914137,diamond,stripes,0,,,0,,,0,medium,original
65,34,consume,square_dots_0,,,2,1,105,4.65396035015752,square,dots,0,,,0,,,0,medium,original
65,35,consume,diamond_checkered_0,,,2,1,106,4.66343909411207,diamond,checkered,0,,,0,,,0,medium,original
65,36,consume,triangle_plain_0,,,2,1,107,4.67282883446191,triangle,plain,0,,,0,,,0,medium,original
65,37,consume,square_dots_0,,,2,1,108,4.68213122712422,square,dots,0,,,0,,,0,medium,original
65,38,consume,square_checkered_0,,,2,1,109,4.69134788222914,square,checkered,0,,,0,,,0,medium,original
65,39,consume,triangle_checkered_0,,,2,1,110,4.70048036579242,triangle,checkered,0,,,0,,,0,medium,original
65,40,consume,circle_dots_0,,,2,1,111,4.70953020131233,circle,dots,0,,,0,,,0,medium,original
66,1,combine,triangle_stripes_0,diamond_dots_0,triangle_dots_1,1,0,0,0,triangle,stripes,0,diamond,dots,0,triangle,dots,1,hard,original
66,2,combine,triangle_dots_1,triangle_plain_0,,1,0,0,0,triangle,dots,1,triangle,plain,0,,,0,hard,original
66,3,combine,triangle_dots_1,triangle_stripes_0,,1,0,0,0,triangle,dots,1,triangle,stripes,0,,,0,hard,original
66,4,combine,triangle_dots_1,diamond_checkered_0,triangle_checkered_2,2,0,0,0,triangle,dots,1,diamond,checkered,0,triangle,checkered,2,hard,original
66,5,combine,triangle_checkered_2,triangle_checkered_0,,2,0,0,0,triangle,checkered,2,triangle,checkered,0,,,0,hard,original
66,6,combine,triangle_checkered_2,diamond_plain_0,,2,0,0,0,triangle,checkered,2,diamond,plain,0,,,0,hard,original
66,7,consume,triangle_checkered_2,,,2,100,100,4.60517018598809,triangle,checkered,2,,,0,,,0,hard,original
66,8,combine,diamond_dots_0,triangle_plain_0,,2,0,100,4.60517018598809,diamond,dots,0,triangle,plain,0,,,0,hard,original
66,9,combine,diamond_dots_0,diamond_stripes_0,,2,0,100,4.60517018598809,diamond,dots,0,diamond,stripes,0,,,0,hard,original
66,10,combine,diamond_dots_0,triangle_stripes_0,,2,0,100,4.60517018598809,diamond,dots,0,triangle,stripes,0,,,0,hard,original
66,11,combine,diamond_dots_0,triangle_dots_0,diamond_dots_1,2,0,100,4.60517018598809,diamond,dots,0,triangle,dots,0,diamond,dots,1,hard,original
